ENN,2021ebit,2021payable,2021receivable,2022ebit,2022payable,2022receivable,2023ebit,2023payable,2023receivable,2024ebit,2024payable,2024receivable,2025ebit,2025payable,2025receivable
5056007180,8672.0,,,37615.0,,,16466.0,,412.0,2361.0,,3635.0,1111.0,263.0,2378.0
504007693,805.0,,,1041.0,,,175.0,,,410.0,,,-143.0,0.0,0.0
6685117456,8484.0,,,4557.0,,,3963.0,,,37242.0,,1.0,16921.0,6693.0,0.0
9705163794,,,,2084.0,,,0.0,,,,,,,,
6205000725,-2695.0,1210.0,,-1060.0,0.0,,,,,,,,,,
7328074775,220.0,,,-41.0,,,0.0,,,-27.0,,,,,
7806520343,788.0,591.0,0.0,15340.0,804.0,0.0,19277.0,395.0,0.0,3103.0,616.0,0.0,2265.0,988.0,0.0
9103002648,3384.0,,0.0,-1241.0,,0.0,-1197.0,,0.0,-711.0,,0.0,-3940.0,0.0,0.0
5254024237,,,,,,,,,,106.0,,,30.0,0.0,0.0
603278380,8822.0,,,4557.0,,,10037.0,,,14168.0,,,12691.0,0.0,0.0
2623802415,7596.0,,,7860.0,,,8958.0,,,5490.0,0.0,,100561.0,0.0,0.0
5075029038,103.0,0.0,,-1695.0,,,21390.0,689.0,18.0,11900.0,262.0,0.0,700.0,0.0,0.0
9201519667,36093.0,2863.0,57.0,19271.0,3975.0,61.0,7332.0,4720.0,59.0,11657.0,2665.0,60.0,14411.0,1208.0,168.0
5032234040,41343.0,,2559.0,22951.0,,5977.0,-3941.0,,6155.0,6167.0,,13590.0,-8560.0,0.0,47189.0
219008057,4239.0,,,10126.0,,,3287.0,,,14082.0,,,6161.0,3360.0,1154.0
4223044672,-300.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,0.0
2320223296,-28435.0,,,-5000.0,32337.0,,-5608.0,0.0,,-57776.0,,,-2839.0,0.0,0.0
1660193858,2131.0,,0.0,1190.0,,,14022.0,,,4976.0,,,11813.0,0.0,0.0
4345416769,19865.0,,,116646.0,,,30311.0,,2778.0,34667.0,,4375.0,25671.0,0.0,4752.0
7724403783,65445.0,3144.0,0.0,82868.0,7875.0,,134026.0,1993.0,140.0,146461.0,1472.0,1509.0,28907.0,11332.0,580.0
1659145289,885.0,,,3665.0,,,10566.0,,,4469.0,,129.0,4054.0,0.0,0.0
6312102986,43279.0,56.0,33536.0,-109661.0,3464.0,34872.0,1258151.0,19883.0,51257.0,-68357.0,0.0,43344.0,-320634.0,76294.0,10695.0
7104007243,293.0,434.0,,1632.0,576.0,,53.0,0.0,,,,,0.0,0.0,0.0
601017418,-4379.0,,,-7764.0,,,-1095.0,,,6886.0,,,0.0,0.0,0.0
5905255501,-8022.0,913.0,231.0,7928.0,58.0,442.0,44197.0,568.0,301.0,67751.0,3832.0,1648.0,24478.0,1747.0,574.0
268029003,195.0,0.0,0.0,-80.0,23.0,0.0,74.0,0.0,0.0,82.0,0.0,0.0,44.0,0.0,0.0
7841074250,22194.0,12.0,,30251.0,395.0,115.0,8314.0,651.0,366.0,1197.0,663.0,2668.0,-17468.0,5005.0,4135.0
6674369613,5057.0,,,5320.0,,,2905.0,,,516.0,,,468.0,0.0,0.0
278154324,2994.0,,,1271.0,,,772.0,,,3266.0,,,-5742.0,0.0,5.0
4720020569,5277.0,888.0,6369.0,-22258.0,0.0,0.0,-80217.0,0.0,0.0,-57.0,0.0,0.0,-2473.0,0.0,0.0
274926682,-79494.0,,,-938241.0,,,-49794.0,92.0,28.0,-69884.0,0.0,0.0,,,
1655409759,668.0,,,756.0,,,237.0,,,39.0,,,30.0,0.0,0.0
276073567,5234.0,,,2072.0,231.0,,12048.0,448.0,,,,,,,
9102249057,,,,,,,,,,,,,683.0,0.0,0.0
6141021283,214.0,262.0,56.0,-2497.0,0.0,0.0,20721.0,3188.0,0.0,2617.0,0.0,0.0,-3164.0,1441.0,0.0
5906123875,11211.0,46.0,0.0,1138.0,0.0,0.0,4459.0,1331.0,0.0,8327.0,128.0,0.0,18552.0,3280.0,0.0
2465270885,736.0,,0.0,511.0,,0.0,6141.0,542.0,0.0,5735.0,0.0,,26507.0,20519.0,74.0
1658211429,39746.0,,23.0,114382.0,,41.0,34779.0,,0.0,,,,,,
6166105190,890.0,,0.0,2.0,0.0,0.0,270.0,,0.0,1.0,,0.0,,,
5013048425,12688.0,6999.0,0.0,10803.0,7163.0,1941.0,16317.0,3745.0,837.0,26366.0,3004.0,2159.0,39489.0,18585.0,598.0
7743114346,5512.0,45.0,0.0,20850.0,0.0,0.0,5812.0,0.0,0.0,4086.0,,0.0,34262.0,0.0,0.0
7721765993,-108230.0,,,-115227.0,,,,,,-13151.0,,,,,
816041065,137894.0,0.0,0.0,68057.0,0.0,0.0,-18242.0,,0.0,5101.0,0.0,0.0,-6794.0,0.0,0.0
7606111343,22303.0,0.0,0.0,11164.0,0.0,0.0,11489.0,0.0,0.0,75764.0,,0.0,-6487.0,0.0,9000.0
6727027824,1022.0,,,1970.0,,,990.0,,,4557.0,,329.0,88942.0,0.0,0.0
7722486897,412.0,,,0.0,,,2182.0,,81.0,588.0,,95.0,315.0,0.0,55.0
3665103989,6826.0,0.0,0.0,169001.0,,0.0,-37939.0,0.0,0.0,8598.0,0.0,0.0,,,
3906292855,6140.0,0.0,0.0,530.0,0.0,0.0,-2318.0,0.0,,0.0,0.0,,,,
7602113660,16725.0,,,3937.0,,,1400.0,,,2502.0,,,433.0,0.0,0.0
3662187645,699.0,,19.0,161.0,,0.0,2071.0,,,5748.0,,,9040.0,1.0,4.0
2312047745,3.0,,0.0,,,,20.0,0.0,0.0,109.0,0.0,0.0,970.0,0.0,0.0
7105055874,8473.0,,,8240.0,0.0,0.0,8175.0,,0.0,8216.0,,0.0,8225.0,0.0,0.0
7734381698,1967.0,0.0,0.0,1411.0,0.0,0.0,1153.0,,0.0,583.0,,0.0,4330.0,4195.0,0.0
7725370499,88641.0,3183.0,0.0,73696.0,1211.0,33.0,72478.0,6069.0,86.0,39551.0,11045.0,959.0,92389.0,17675.0,0.0
2508131462,,,,479.0,,,-10.0,,,279.0,0.0,0.0,178.0,0.0,0.0
4101098631,20369.0,,0.0,16337.0,0.0,0.0,16812.0,3788.0,0.0,15345.0,0.0,0.0,16037.0,3414.0,0.0
7105055881,15730.0,2030.0,,5820.0,2138.0,44.0,44655.0,1479.0,14.0,-20926.0,1007.0,,4403.0,2985.0,0.0
7730285707,,,,,,,108.0,,,,,,,,
5638065294,69882.0,0.0,0.0,38751.0,,88578.0,106390.0,,122228.0,162060.0,0.0,334637.0,144626.0,0.0,551564.0
4703145102,10627.0,,0.0,8689.0,0.0,0.0,732.0,0.0,0.0,,,,,,
5261085840,468.0,1785.0,,1971.0,1121.0,,973.0,772.0,,2401.0,91.0,,16444.0,0.0,126.0
7801539735,3871.0,,198.0,3935.0,,6436.0,14747.0,,0.0,15676.0,,,18144.0,0.0,0.0
1609010328,17266.0,6223.0,187.0,28559.0,8258.0,144.0,58578.0,6952.0,968.0,31888.0,9696.0,1558.0,17597.0,7842.0,961.0
4401056921,-21926.0,0.0,0.0,,,,,,,,,,,,
7811730586,630.0,,0.0,611.0,0.0,0.0,2996.0,,0.0,563.0,0.0,0.0,472.0,0.0,0.0
2354007198,6272.0,,3514.0,-15690.0,,1964.0,-8289.0,,2040.0,-49913.0,,6906.0,-12658.0,0.0,1550.0
9103002782,11420.0,4630.0,147.0,2551.0,2208.0,113.0,4531.0,2974.0,166.0,2516.0,2072.0,7.0,-6830.0,47.0,0.0
2723187876,13102.0,19.0,0.0,21326.0,476.0,0.0,4271.0,145.0,0.0,22065.0,20.0,0.0,22299.0,203.0,1951.0
5501258916,529.0,,,2986.0,,,108.0,,,194.0,,,-50591.0,0.0,0.0
4826139814,6378.0,0.0,0.0,4057.0,0.0,0.0,2995.0,,0.0,3643.0,,0.0,1795.0,0.0,0.0
6658460840,49332.0,9337.0,1180.0,21301.0,6505.0,4684.0,17367.0,4189.0,3129.0,6774.0,4771.0,436.0,44.0,0.0,0.0
9726004393,,,,79.0,,0.0,16.0,,0.0,,,,,,
3661057192,5256.0,,0.0,4038.0,0.0,0.0,2542.0,,0.0,1596.0,,0.0,11955.0,37.0,0.0
7734660268,588.0,,0.0,496190.0,0.0,0.0,316.0,0.0,0.0,,,,,,
7733759144,2675.0,7953.0,1224.0,-28997.0,8280.0,178.0,-115096.0,8871.0,174.0,-63988.0,7390.0,174.0,6495.0,7323.0,0.0
1660062894,520.0,,,-22465.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
1639009457,-252.0,,0.0,980.0,,0.0,-2487.0,0.0,0.0,3131.0,0.0,0.0,-1946.0,0.0,0.0
2225147060,22818.0,338.0,0.0,18298.0,0.0,0.0,14548.0,0.0,0.0,7219.0,231.0,0.0,5326.0,742.0,0.0
9104002231,3537.0,,0.0,,,,830.0,0.0,0.0,-4910.0,0.0,0.0,-3018.0,0.0,0.0
7207013560,16485.0,0.0,0.0,27137.0,,0.0,20309.0,,0.0,41428.0,0.0,0.0,-11576.0,0.0,0.0
6686084281,456.0,,,4351.0,,,449.0,,,9348.0,,,-53705.0,0.0,4383.0
7206030523,-106.0,2061.0,,12346.0,2641.0,,24416.0,1989.0,,3986.0,2711.0,23.0,12081.0,658.0,0.0
2010008764,,,,403.0,,,,,,,,,0.0,0.0,0.0
6732057790,5187.0,32.0,0.0,7019.0,0.0,0.0,11964.0,0.0,0.0,6617.0,0.0,0.0,11169.0,0.0,0.0
7722732736,17264.0,0.0,,33245.0,193.0,39.0,43585.0,0.0,6440.0,-216680.0,10.0,10719.0,88708.0,496.0,13016.0
816041153,112762.0,,0.0,17033.0,0.0,0.0,26137.0,,0.0,0.0,0.0,0.0,,,
5829004486,3009.0,0.0,0.0,,,,-13.0,,0.0,,,,0.0,0.0,0.0
9715403974,,,,33383.0,,0.0,400770.0,0.0,0.0,455264.0,0.0,0.0,,,
2366000327,-84717.0,,,442.0,,,-42.0,,,-41733.0,13681.0,,95.0,0.0,0.0
2901265609,912.0,497.0,0.0,3136.0,2445.0,0.0,3969.0,3717.0,0.0,2509.0,0.0,0.0,686.0,546.0,0.0
7708396747,62.0,,,341.0,,,2743.0,,,11861.0,,,-129854.0,0.0,0.0
7720864977,,,,10.0,,,,,,,,,,,
2311179474,-15685.0,2085.0,1.0,52264.0,15028.0,2205.0,171546.0,28609.0,24422.0,66982.0,5902.0,28806.0,-225194.0,17574.0,22565.0
3410103510,1772.0,,0.0,456.0,,0.0,658.0,,0.0,1058.0,0.0,0.0,3567.0,0.0,0.0
7716687066,12460.0,,1212.0,19949.0,,565.0,16779.0,553.0,668.0,34203.0,1422.0,789.0,100860.0,1338.0,47.0
5047241949,10357.0,0.0,0.0,7388.0,214.0,11191.0,84318.0,6024.0,27045.0,11435.0,1203.0,42772.0,60008.0,6209.0,10266.0
9103002856,1385.0,,0.0,12523.0,,0.0,21245.0,,,94362.0,,,90474.0,0.0,0.0
5902994670,19740.0,,0.0,32195.0,,0.0,55242.0,,0.0,12928.0,0.0,0.0,188932.0,0.0,0.0
9710046447,2000.0,,,3862.0,,,4893.0,,,8328.0,,,,,
7733284081,5338.0,73.0,0.0,59649.0,1107.0,0.0,37456.0,0.0,0.0,4078.0,193.0,0.0,14385.0,418.0,0.0
2609024241,208.0,,0.0,-3300.0,0.0,0.0,2492.0,80.0,0.0,3976.0,76.0,0.0,3526.0,0.0,0.0
7802621171,6670.0,,,413.0,205.0,,-10053.0,6428.0,16491.0,-12162.0,2512.0,14719.0,,,
7456001268,8420.0,2014.0,114.0,12015.0,2726.0,7.0,2271.0,664.0,0.0,7698.0,1410.0,150.0,16460.0,10747.0,724.0
9705000180,1583.0,0.0,0.0,173.0,,0.0,11.0,,0.0,182.0,,0.0,1801.0,0.0,0.0
2635222257,15169.0,,911.0,1651.0,,575.0,115978.0,,2704.0,9071.0,1660.0,15697.0,-1941.0,185.0,11553.0
4823010548,4378.0,0.0,0.0,14600.0,0.0,0.0,10058.0,,0.0,23418.0,,0.0,76019.0,0.0,0.0
1829014776,958.0,0.0,0.0,-194.0,,0.0,-341.0,,0.0,-2071.0,0.0,0.0,0.0,0.0,0.0
7806176500,386.0,,110.0,1736.0,,337.0,1629.0,,0.0,,,,,,
7728860413,8054.0,1056.0,2716.0,9953.0,0.0,1467.0,11815.0,22.0,117.0,1270.0,455.0,0.0,,,
9106001152,3959.0,0.0,0.0,6230.0,0.0,0.0,5001.0,0.0,0.0,14764.0,655.0,0.0,9158.0,2740.0,0.0
4720020738,4974.0,0.0,,11641.0,,,28456.0,,,44101.0,,,62169.0,0.0,0.0
2465303812,17595.0,0.0,0.0,9790.0,925.0,0.0,-10440.0,0.0,0.0,,,,-7281.0,0.0,0.0
7838502153,22503.0,,,22253.0,,,6274.0,,,4427.0,,,2447.0,0.0,0.0
1841073418,4000.0,0.0,0.0,1698.0,,0.0,491.0,,0.0,2593.0,0.0,0.0,1539.0,62.0,0.0
9725021452,3028.0,0.0,0.0,-330.0,0.0,0.0,382.0,,0.0,,,,,,
7814139149,-1853.0,3978.0,0.0,-4687.0,1.0,,-159.0,0.0,,0.0,,,-9.0,0.0,0.0
7203441934,16241.0,,370.0,38166.0,,6133.0,-1226.0,,3431.0,214274.0,,6470.0,167226.0,0.0,0.0
7813254413,-88.0,0.0,0.0,,,,,,,60.0,,0.0,462.0,0.0,0.0
7703416083,6391.0,1640.0,89.0,27637.0,3737.0,631.0,-106791.0,6251.0,2968.0,-17313.0,6883.0,17773.0,,,
4345171220,514.0,19.0,,872.0,46.0,,4474.0,12.0,,1777.0,8.0,,-6239.0,6.0,0.0
7710969113,8064.0,6938.0,2330.0,1022.0,2555.0,,0.0,0.0,0.0,,,,-20285.0,0.0,0.0
6330060062,118310.0,123133.0,8675.0,88906.0,118456.0,33047.0,59361.0,84239.0,29155.0,2603.0,37086.0,25278.0,40178.0,0.0,8095.0
6829051167,1600.0,7.0,,154.0,11.0,1.0,885.0,947.0,5.0,689.0,664.0,0.0,3109.0,500.0,0.0
225004830,5044.0,1549.0,,17425.0,1662.0,,8031.0,2462.0,,9781.0,1891.0,,28036.0,2524.0,0.0
2311212322,37801.0,6517.0,0.0,-18170.0,0.0,0.0,-14915.0,5032.0,0.0,-15057.0,5947.0,0.0,-1218.0,6786.0,0.0
7724485923,978.0,0.0,0.0,2615.0,8.0,0.0,1040.0,0.0,0.0,3692.0,0.0,0.0,670.0,0.0,0.0
7727336743,4620.0,,86.0,12238.0,0.0,0.0,9379.0,,,9513.0,,,4603.0,0.0,0.0
7326043436,-10406.0,92.0,0.0,4234.0,1362.0,0.0,3939.0,0.0,0.0,40064.0,0.0,0.0,13569.0,12001.0,72727.0
7720504621,7965.0,3867.0,0.0,33713.0,3703.0,114.0,40669.0,2704.0,998.0,17617.0,8524.0,2539.0,36411.0,7776.0,4344.0
5024124205,23534.0,8105.0,,7137.0,6044.0,11154.0,47766.0,747.0,5815.0,10579.0,861.0,3294.0,1058.0,757.0,5358.0
7814401325,4845.0,,,5567.0,,0.0,7990.0,0.0,0.0,2749.0,0.0,0.0,-535478.0,0.0,0.0
3662138670,984.0,,,1998.0,,,2450.0,,,2340.0,,,543.0,0.0,0.0
3811167535,2743.0,2001.0,2076.0,3976.0,1878.0,1158.0,887.0,964.0,234.0,14924.0,850.0,24.0,24031.0,850.0,19.0
6137007409,748.0,,0.0,12907.0,,,12586.0,,,51314.0,,309.0,-12776.0,0.0,2500.0
2443021620,-1162.0,,,6181.0,,,3607.0,,1.0,91342.0,,0.0,-14877.0,0.0,0.0
7716850996,2720.0,,,5599.0,,,13117.0,,,82844.0,,2076.0,132375.0,16602.0,4069.0
7720455477,280.0,324.0,,-7590.0,0.0,,-91862.0,,,-988.0,,,-19607.0,0.0,0.0
8905067831,,,,-17484.0,,,13896.0,,,-36732.0,,0.0,,,
2632060216,8.0,0.0,0.0,,,,,,,,,,,,
7728450872,,,,7371.0,,0.0,1177.0,0.0,0.0,1021.0,0.0,0.0,4688.0,3219.0,0.0
5020077378,1036.0,0.0,0.0,924.0,0.0,0.0,2222.0,,0.0,81.0,0.0,0.0,1.0,0.0,0.0
7810403650,2070.0,0.0,0.0,145.0,0.0,0.0,,,,,,,,,
4345449796,12179.0,0.0,0.0,1946.0,0.0,0.0,-20915.0,6572.0,0.0,-21831.0,0.0,0.0,-3170.0,8704.0,0.0
3808218437,-6283.0,,,-4932.0,,,-4265.0,,,-7938.0,,,-26360.0,0.0,0.0
3525430601,3389.0,,,3050.0,,,2448.0,755.0,6166.0,13335.0,999.0,25704.0,-16320.0,472.0,39624.0
3811167567,53128.0,41.0,,15120.0,0.0,,-21401.0,,418.0,,,,,,
2306018640,-2786.0,,0.0,-1920.0,0.0,0.0,8826.0,0.0,0.0,-2496.0,0.0,0.0,-936.0,0.0,0.0
7701859675,1250.0,898.0,0.0,708.0,0.0,0.0,-3650.0,0.0,0.0,,,,,,
6311120220,1391.0,,,3291.0,,,8800.0,,,14932.0,,29.0,44962.0,0.0,177.0
7806553437,5086.0,0.0,0.0,92619.0,0.0,0.0,52414.0,0.0,0.0,5354.0,0.0,0.0,5432.0,1179.0,0.0
2130136415,6723.0,0.0,0.0,8899.0,0.0,0.0,2543.0,0.0,0.0,27749.0,,0.0,64751.0,0.0,0.0
7604342112,2872.0,,,6164.0,,,26661.0,,,18113.0,,,37095.0,0.0,321.0
7726730592,34025.0,899.0,,1539.0,329.0,,11164.0,0.0,,-42141.0,,2.0,1138.0,121.0,0.0
7720783206,27966.0,0.0,0.0,29522.0,0.0,0.0,27745.0,,0.0,38759.0,0.0,0.0,50964.0,0.0,0.0
7723568486,5139.0,,,44092.0,,,4047.0,,1539.0,70753.0,209.0,7597.0,38644.0,0.0,7985.0
1609010536,-2171.0,988.0,,-6344.0,356.0,,-1953.0,1405.0,,-2797.0,1664.0,,945.0,1002.0,0.0
1829014889,3270.0,3207.0,122.0,2905.0,2931.0,129.0,2663.0,2397.0,4.0,2682.0,2518.0,0.0,817.0,641.0,0.0
2222804334,47053.0,,20258.0,106198.0,,34631.0,116109.0,,43631.0,-5377.0,,86183.0,-2388.0,0.0,73149.0
5038083439,2668.0,2771.0,6265.0,7843.0,988.0,266.0,,,,,,,,,
2458013044,,,,127.0,0.0,0.0,1298.0,,105.0,-4451.0,,76.0,-2532.0,0.0,174.0
6446009717,1935.0,,0.0,1121.0,,0.0,1321.0,0.0,0.0,1806.0,0.0,0.0,4508.0,3935.0,0.0
7810518393,,,,583.0,0.0,0.0,0.0,,0.0,,,,,,
2539081081,2565.0,0.0,0.0,7499.0,0.0,0.0,1718.0,0.0,0.0,7980.0,0.0,0.0,31777.0,27695.0,0.0
4253011321,12308.0,3331.0,204.0,11856.0,7143.0,284.0,9815.0,6129.0,854.0,10410.0,6766.0,2553.0,12803.0,5064.0,750.0
2312179068,108161.0,1053.0,2040.0,51677.0,2049.0,28854.0,-3317.0,1170.0,31979.0,33362.0,20941.0,1404.0,77109.0,31981.0,37304.0
1655475582,,,,63001.0,,,13930.0,,,13203.0,29.0,,-9675.0,0.0,0.0
4501015936,-261.0,,0.0,-2490.0,,0.0,-3034.0,,0.0,-2762.0,,0.0,48.0,0.0,0.0
7404047744,673.0,29.0,190.0,9046.0,146.0,506.0,5738.0,0.0,2501.0,26819.0,,2410.0,5092.0,0.0,6025.0
5047160200,-164163.0,,11964.0,-491392.0,9.0,9030.0,8644.0,9465.0,4501.0,8798.0,0.0,7132.0,-256139.0,64075.0,4316.0
4317007242,43357.0,,,22175.0,,,33664.0,,,33539.0,,,5445.0,0.0,0.0
7720291726,3427.0,,0.0,5806.0,,,605.0,,,3560.0,,,-10568.0,0.0,0.0
7705169295,-1.0,,,-189.0,,,0.0,,,,,,,,
6623022483,27522.0,,7825.0,33490.0,,18176.0,38786.0,0.0,14883.0,3684.0,0.0,34579.0,-6977.0,0.0,27927.0
9701002644,-2649.0,4.0,36.0,-10569.0,3.0,0.0,-8043.0,367.0,330.0,2007.0,408.0,0.0,-7942.0,412.0,0.0
9715273108,2121.0,13.0,,4796.0,0.0,,4377.0,,,7214.0,2348.0,272.0,8542.0,655.0,353.0
7704399257,-2062.0,,,-869.0,,,,,,,,,,,
5047127450,7297.0,0.0,0.0,223897.0,29884.0,5145.0,197082.0,6267.0,299.0,41037.0,6359.0,1426.0,226.0,0.0,343.0
2724171163,407.0,,3.0,479.0,252.0,51.0,2593.0,0.0,153.0,822.0,874.0,464.0,2889.0,0.0,454.0
2315210140,7049.0,,,6168.0,,,4901.0,48.0,,890.0,27.0,,-531.0,0.0,0.0
7202016670,13306.0,,0.0,420.0,0.0,0.0,-34874.0,91.0,0.0,-849.0,0.0,0.0,4200.0,5432.0,0.0
6901042590,7542.0,297.0,46.0,-1488.0,259.0,2169.0,16579.0,796.0,1817.0,-3694.0,116.0,6023.0,4945.0,79.0,2317.0
3665104291,2332.0,0.0,0.0,1187.0,0.0,0.0,6076.0,,0.0,2452.0,,0.0,2881.0,0.0,0.0
6167006628,14949.0,76.0,227.0,29908.0,20.0,223.0,-1260.0,589.0,233.0,-1761.0,645.0,245.0,-2090.0,826.0,198.0
7731482024,-1003.0,,,-43.0,,,20530.0,,,,,,,,
1101122984,20856.0,0.0,0.0,31785.0,0.0,0.0,23431.0,0.0,0.0,32385.0,0.0,0.0,-77817.0,92.0,0.0
7723322796,1203.0,0.0,0.0,37.0,0.0,0.0,245.0,0.0,0.0,,,,,,
4253044140,2514.0,,,174.0,,,1748.0,,,9719.0,,,7727.0,0.0,0.0
7726435759,-2300.0,,0.0,-406.0,,0.0,370.0,0.0,0.0,1211.0,0.0,0.0,-2159.0,0.0,0.0
277925302,6117.0,1794.0,,8331.0,3852.0,,8227.0,4502.0,,6262.0,5169.0,,30.0,0.0,0.0
2311146937,2152.0,,567.0,-46922.0,,509.0,-119737.0,,76.0,-13712.0,55.0,66.0,-53421.0,176.0,9232.0
6501191100,-73358.0,558.0,2986.0,-3220.0,7012.0,1440.0,15192.0,3655.0,347.0,25936.0,14064.0,0.0,-59374.0,1598.0,0.0
7743376831,,,,,,,,,,,,,60.0,0.0,0.0
4706045378,,,,10224.0,,0.0,9316.0,0.0,0.0,15846.0,0.0,0.0,4957.0,48.0,0.0
7723535811,9992.0,0.0,0.0,1508.0,0.0,0.0,5001.0,0.0,0.0,4760.0,0.0,0.0,6817.0,0.0,0.0
7714803140,3311.0,,,27881.0,,,1411.0,,,1545.0,,,1278.0,0.0,0.0
1435291075,-4033.0,0.0,0.0,6010.0,0.0,0.0,10286.0,3159.0,,3366.0,1953.0,,3088.0,2418.0,5.0
6450105798,-6255.0,0.0,0.0,,,,,,,3514.0,0.0,0.0,-31.0,98.0,0.0
3111505355,183.0,,,1083.0,,,1421.0,,,3884.0,,,6971.0,0.0,0.0
7456050635,,,,109688.0,0.0,0.0,134208.0,,0.0,48177.0,,0.0,7468.0,0.0,0.0
7725551054,2377.0,,,3329.0,,,5032.0,,,3878.0,,,,,
7723453904,351.0,,,728.0,,,473.0,,,,,,,,
2130152914,610.0,0.0,0.0,125.0,0.0,0.0,296.0,0.0,0.0,3306.0,1756.0,0.0,2002.0,1656.0,0.0
6671076827,4165.0,0.0,0.0,-23390.0,0.0,0.0,10250.0,9384.0,1897.0,57461.0,53751.0,508.0,57780.0,57104.0,3167.0
5032234459,-38500.0,0.0,0.0,,,,-29793.0,,,,,,,,
2543111645,2747.0,,5.0,-83982.0,,1.0,-61891.0,930.0,0.0,-20335.0,0.0,,6704.0,0.0,176.0
7727779294,3645.0,506.0,0.0,1867.0,0.0,0.0,620.0,0.0,0.0,1096.0,482.0,0.0,888.0,482.0,0.0
7456034270,22784.0,485.0,,20934.0,14820.0,,182548.0,8581.0,10975.0,151039.0,16.0,22652.0,56070.0,6945.0,10722.0
4246015460,,,,,,,,,,10908.0,0.0,0.0,5897.0,0.0,0.0
2225147366,142.0,0.0,0.0,430.0,0.0,0.0,742.0,0.0,0.0,1331.0,0.0,0.0,746.0,141.0,0.0
5829004782,316770.0,,,88427.0,0.0,0.0,38522.0,0.0,0.0,63521.0,0.0,0.0,138.0,0.0,0.0
273944047,,,,5499.0,0.0,0.0,3715.0,0.0,0.0,,,,,,
5404233200,,,,157.0,,0.0,-8.0,,,64.0,0.0,0.0,-2.0,0.0,0.0
2308230642,32834.0,6357.0,5224.0,32411.0,18313.0,9631.0,61040.0,18740.0,17836.0,20924.0,19355.0,11510.0,-28898.0,15063.0,8551.0
7202262516,-8723.0,0.0,0.0,-1417.0,,0.0,,,,,,,,,
7325126136,447.0,0.0,0.0,786.0,0.0,0.0,510.0,0.0,0.0,422.0,0.0,0.0,807.0,0.0,0.0
5261086202,630.0,0.0,0.0,1508.0,0.0,0.0,794.0,0.0,0.0,526.0,,0.0,1110.0,0.0,0.0
7805750778,4677.0,,531.0,84131.0,,5981.0,22931.0,,3310.0,-3676.0,,3591.0,8359.0,0.0,5931.0
6163123708,10124.0,620.0,1035.0,-36618.0,283.0,226.0,-24941.0,228.0,0.0,-56151.0,0.0,0.0,-420.0,0.0,0.0
6101929470,3207.0,,0.0,3991.0,0.0,0.0,3044.0,0.0,0.0,1898.0,0.0,0.0,,,
5407968771,32457.0,0.0,0.0,38528.0,0.0,0.0,11829.0,0.0,0.0,17902.0,,0.0,71.0,0.0,0.0
7901548035,-1866.0,,,1598.0,,,-1922.0,,,-2848.0,,,-7329.0,0.0,0.0
5407247875,2212.0,0.0,0.0,1974.0,0.0,0.0,1429.0,,0.0,-3309.0,0.0,0.0,,,
4205284872,195.0,0.0,0.0,238.0,0.0,0.0,176.0,0.0,0.0,649.0,,0.0,82.0,0.0,0.0
2465074697,711.0,0.0,0.0,113.0,0.0,0.0,,,,,,,,,
7817039368,-7284.0,192.0,109.0,-1330.0,337.0,109.0,168.0,103.0,108.0,501.0,99.0,109.0,4156.0,99.0,1802.0
6950194700,2160.0,,,1272.0,,,3955.0,,,-2456.0,,,-858.0,0.0,0.0
7805750792,3968.0,,0.0,1934.0,,0.0,,,,,,,,,
5920017942,691.0,,,36426.0,2711.0,,16179.0,9327.0,833.0,23417.0,15564.0,2589.0,19825.0,12500.0,2449.0
7802867224,949.0,0.0,0.0,1143.0,0.0,0.0,48.0,0.0,0.0,586.0,0.0,0.0,-5709.0,0.0,5914.0
7805390363,424.0,,53.0,267.0,,53.0,374.0,,0.0,1018.0,,0.0,,,
4705078814,34.0,0.0,0.0,37.0,,0.0,30.0,0.0,0.0,-6588.0,0.0,0.0,4.0,0.0,0.0
3019017765,702.0,,0.0,-931.0,0.0,0.0,1008.0,,0.0,1304.0,0.0,0.0,5562.0,0.0,0.0
3250064933,911.0,0.0,0.0,8982.0,0.0,0.0,-8441.0,1504.0,0.0,1184.0,0.0,0.0,144.0,373.0,0.0
7725108773,11176.0,,0.0,27347.0,,0.0,327289.0,0.0,0.0,29415.0,0.0,0.0,118357.0,0.0,0.0
9709063720,123.0,,,0.0,,,,,,,,,,,
2302037547,17449.0,1340.0,4069.0,17903.0,9785.0,2952.0,48484.0,29089.0,907.0,-233.0,0.0,233.0,32874.0,923.0,0.0
5011017260,429.0,,0.0,5844.0,0.0,0.0,5473.0,0.0,0.0,958.0,0.0,0.0,368.0,0.0,0.0
5032250926,1233.0,135.0,,4259.0,2358.0,,2548.0,1046.0,,2039.0,264.0,,2336.0,0.0,0.0
3435122225,-29472.0,0.0,0.0,10866.0,0.0,0.0,3240.0,0.0,0.0,1754.0,0.0,0.0,7790.0,0.0,0.0
7206047284,41368.0,186.0,,21914.0,369.0,,12011.0,41.0,,54470.0,22.0,11.0,3949.0,64.0,296.0
105008695,4583.0,,,4149.0,,3459.0,868.0,,2914.0,127440.0,,,58990.0,0.0,0.0
